Exchange,Name,Trading_symbol,isin
BSE,Suvidhaa Infoserve Limited,SUVIDHAA,INE018401013
BSE,Swan Corp Limited,SWANCORP,INE665A01038
BSE,Swashthik Plascon Limited,SPL,INE0RDR01012
BSE,Syngene International Limited,SYNGENE,INE398R01022
BSE,T D POWER SYSTEMS LTD.,TDPOWERSYS,INE419M01027
BSE,TAINWALA CHEMICALS & PLASTICS,TAINWALCHM,INE123C01018
BSE,TAJGVK HOTELS & RESORTS LTD.,TAJGVK,INE586B01026
BSE,TAKE SOLUTIONS LTD.,TAKE,INE142I01023
BSE,TAMIL NADU NEWSPRINT & PAPERS,TNPL,INE107A01015
BSE,TAMILNADU PETROPRODUCTS LTD.,TNPETRO,INE148A01019
BSE,TANFAC INDUSTRIES LTD.,TANFACIND,INE639B01015
BSE,TANLA PLATFORMS LIMITED,TANLA,INE483C01032
BSE,TARAPUR TRANSFORMERS LTD,TARAPUR,INE747K01017
BSE,TARC LIMITED,TARC,INE0EK901012
BSE,TARMAT LTD.,TARMAT,INE924H01018
BSE,TATA CHEMICALS LTD.,TATACHEM,INE092A01019
BSE,TATA COMMUNICATIONS LTD.,TATACOMM,INE151A01013
BSE,TATA CONSULTANCY SERVICES LTD.,TCS,INE467B01029
BSE,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,INE192A01025
BSE,TATA ELXSI LTD.,TATAELXSI,INE670A01012
BSE,TATA MOTORS PASSENGER VEHICLES,TMPV,INE155A01022
BSE,TATA POWER CO.LTD.,TATAPOWER,INE245A01021
BSE,TATA STEEL LTD.,TATASTEEL,INE081A01020
BSE,TATA TELESERVICES (MAHARASHTRA,TTML,INE517B01013
BSE,TCI Express Limited,TCIEXP,INE586V01016
BSE,TCI FINANCE LTD.,TCIFINANCE,INE911B01018
BSE,TCPL PACKAGING LTD.,TCPLPACK,INE822C01015
BSE,TEAM INDIA GUARANTY LIMITED,TEAMGTY,INE289C01025
BSE,TECH MAHINDRA LTD.,TECHM,INE669C01036
BSE,TECHNOCRAFT INDUSTRIES (INDIA),TIIL,INE545H01011
BSE,TERA SOFTWARE LTD.,TERASOFT,INE482B01010
BSE,TEXMACO INFRASTRUCTURE & HOLDI,TEXINFRA,INE435C01024
BSE,TEXMACO RAIL & ENGINEERING LTD,TEXRAIL,INE621L01012
BSE,TEXMO PIPES & PRODUCTS LTD.,TEXMOPIPES,INE141K01013
BSE,TGB BANQUETS AND HOTELS LTD.,TGBHOTELS,INE797H01018
BSE,THANGAMAYIL JEWELLERY LTD,THANGAMAYL,INE085J01014
BSE,THE INVESTMENT TRUST OF INDIA ,THEINVEST,INE924D01017
BSE,THE PHOENIX MILLS LTD,PHOENIXLTD,INE211B01039
BSE,THE RAMCO CEMENTS LIMITED,RAMCOCEM,INE331A01037
BSE,THERMAX LTD.,THERMAX,INE152A01029
BSE,THIRUMALAI CHEMICALS LTD.,TIRUMALCHM,INE338A01024
BSE,THOMAS COOK (INDIA) LTD.,THOMASCOOK,INE332A01027
BSE,TIJARIA POLYPIPES LTD.,TIJARIA,INE440L01017
BSE,TIL LTD.,TIL,INE806C01018
BSE,TILAKNAGAR INDUSTRIES LTD.,TI,INE133E01013
BSE,TIME TECHNOPLAST LTD.,TIMETECHNO,INE508G01029
BSE,TIMKEN INDIA LTD.,TIMKEN,INE325A01013
BSE,TIPS MUSIC LIMITED,TIPSMUSIC,INE716B01029
BSE,TITAGARH RAIL SYSTEMS LIMITED,TITAGARH,INE615H01020
BSE,TITAN COMPANY LIMITED,TITAN,INE280A01028
BSE,TOKYO PLAST INTERNATIONAL LTD.,TOKYOPLAST,INE932C01012
BSE,TORRENT PHARMACEUTICALS LTD.,TORNTPHARM,INE685A01028
BSE,TORRENT POWER LTD.,TORNTPOWER,INE813H01021
BSE,TRANSCHEM LTD.,TRANSCHEM,INE019B01010
BSE,TRANSFORMERS AND RECTIFIERS (I,TARIL,INE763I01026
BSE,TRANSPEK INDUSTRY LTD.,TRANSPEK,INE687A01016
BSE,TRANSPORT CORPORATION OF INDIA,TCI,INE688A01022
BSE,TRANSWARRANTY FINANCE LTD.,TFL,INE804H01012
BSE,TRANSWORLD SHIPPING LINES LIMI,TRANSWORLD,INE757B01015
BSE,TRENT LTD.,TRENT,INE849A01020
BSE,TRF LTD.,TRF,INE391D01019
BSE,TRIBHOVANDAS BHIMJI ZAVERI LTD,TBZ,INE760L01018
BSE,TRIDENT LTD.,TRIDENT,INE064C01022
BSE,TRIGYN TECHNOLOGIES LTD.,TRIGYN,INE948A01012
BSE,TRIVENI ENGINEERING & INDUSTRI,TRIVENI,INE256C01024
BSE,TRIVENI TURBINE LTD.,TRITURBINE,INE152M01016
BSE,TTK PRESTIGE LTD.,TTKPRESTIG,INE690A01028
BSE,TV TODAY NETWORK LTD.,TVTODAY,INE038F01029
BSE,TVS ELECTRONICS LTD.,TVSELECT,INE236G01019
BSE,TVS Holdings Limited,TVSHLTD,INE105A01035
BSE,TVS MOTOR COMPANY LTD.,TVSMOTOR,INE494B01023
BSE,TVS SRICHAKRA LTD.,TVSSRICHAK,INE421C01016
BSE,TeamLease Services Limited,TEAMLEASE,INE985S01024
BSE,Techno Electric & Engineering ,TECHNOE,INE285K01026
BSE,Tejas Networks Limited,TEJASNET,INE010J01012
BSE,The Anup Engineering Ltd,ANUP,INE294Z01018
BSE,The Bombay Burmah Trading Corp,BBTC,INE050A01025
BSE,The Hi-Tech Gears Ltd,HITECHGEAR,INE127B01011
BSE,The New India Assurance Compan,NIACL,INE470Y01017
BSE,Thyrocare Technologies Limited,THYROCARE,INE594H01019
BSE,Trejhara Solutions Limited,TREJHARA,INE00CA01015
BSE,Tube Investments of India Ltd,TIINDIA,INE974X01010
BSE,UCAL LIMITED,UCAL,INE139B01016
BSE,UCO BANK,UCOBANK,INE691A01018
BSE,UFLEX LTD.,UFLEX,INE516A01017
BSE,UFO Moviez India Limited,UFO,INE527H01019
BSE,UGAR SUGAR WORKS LTD.,UGARSUGAR,INE071E01023
BSE,ULTRATECH CEMENT LTD.,ULTRACEMCO,INE481G01011
BSE,UNICHEM LABORATORIES LTD.,UNICHEMLAB,INE351A01035
BSE,UNION BANK OF INDIA,UNIONBANK,INE692A01016
BSE,UNITED BREWERIES LTD.,UBL,INE686F01025
BSE,UNITED DRILLING TOOLS LTD.,UNIDT,INE961D01019
BSE,UNITED FOODBRANDS LIMITED,UFBL,INE382M01027
BSE,UNITED SPIRITS LTD.,UNITDSPR,INE854D01024
BSE,UNIVERSAL CABLES LTD.,UNIVCABLES,INE279A01012
BSE,UNIVERSUS PHOTO IMAGINGS LIMIT,UNIVPHOTO,INE03V001013
BSE,UNO Minda Limited,UNOMINDA,INE405E01023
BSE,UPL LIMITED,UPL,INE628A01036
BSE,USHA MARTIN EDUCATION & SOLUTI,UMESLTD,INE240C01028
BSE,USHA MARTIN LTD.,USHAMART,INE228A01035
BSE,UTI Asset Management Company L,UTIAMC,INE094J01016
BSE,UTI BSE Sensex ETF,UTISENSETF,INF789FB1X58
BSE,UTI MUTUAL FUND - UTI GOLD EXC,GOLDSHARE,INF789F1AUX7
BSE,UTI Mutual Fund,UTIBANKETF,INF789F1AUV1
BSE,UTTAM SUGAR MILLS LTD.,UTTAMSUGAR,INE786F01031
BSE,Ujjivan Small Finance Bank Lim,UJJIVANSFB,INE551W01018
BSE,V-GUARD INDUSTRIES LTD.,VGUARD,INE951I01027
BSE,V-MART RETAIL LTD.,VMART,INE665J01013
BSE,V.I.P.INDUSTRIES LTD.,VIPIND,INE054A01027
BSE,V.S.T.TILLERS TRACTORS LTD.,VSTTILLERS,INE764D01017
BSE,VA TECH WABAG LTD.,WABAG,INE956G01038
BSE,VADILAL INDUSTRIES LTD.,VADILALIND,INE694D01016
BSE,VAIBHAV GLOBAL LTD,VAIBHAVGBL,INE884A01027
BSE,VAKRANGEE LIMITED,VAKRANGEE,INE051B01021
BSE,VALOR ESTATE LIMITED,DBREALTY,INE879I01012
BSE,VARDHMAN HOLDINGS LTD.,VHL,INE701A01023
BSE,VARDHMAN SPECIAL STEELS LTD.,VSSL,INE050M01012
BSE,VARDHMAN TEXTILES LTD.,VTL,INE825A01020
BSE,VASCON ENGINEERS LTD,VASCONEQ,INE893I01013
BSE,VASWANI INDUSTRIES LTD.,VASWANI,INE590L01019
BSE,VEDANTA LIMITED,VEDL,INE205A01025
BSE,VEEDOL CORPORATION LIMITED,VEEDOL,INE484C01030
BSE,VENKYS (INDIA) LTD.,VENKEYS,INE398A01010
BSE,VENUS REMEDIES LTD.,VENUSREM,INE411B01019
BSE,VETO SWITCHGEARS AND CABLES LI,VETO,INE918N01018
BSE,VIKAS LIFECARE LIMITED,VIKASLIFE,INE161L01027
BSE,VIKAS PROPPANT & GRANITE LTD.,VIKASPROP,INE767B01022
BSE,VIKAS WSP LTD.,VIKASWSP,INE706A01022
BSE,VIMTA LABS LTD.,VIMTALABS,INE579C01029
BSE,VINATI ORGANICS LTD.,VINATIORGA,INE410B01037
BSE,VINDHYA TELELINKS LTD.,VINDHYATEL,INE707A01012
BSE,VINYL CHEMICALS (INDIA) LTD.,VINYLINDIA,INE250B01029
BSE,VIP Clothing Limited,VIPCLOTHNG,INE450G01024
BSE,VISA STEEL LTD.,VISASTEEL,INE286H01012
BSE,VISAGAR POLYTEX LTD.,VIVIDHA,INE370E01029
BSE,VISAKA INDUSTRIES LTD.,VISAKAIND,INE392A01021
BSE,VISHAL FABRICS LTD,VISHAL,INE755Q01025
BSE,VISHNU CHEMICALS LTD.,VISHNU,INE270I01022
BSE,VLS FINANCE LTD.,VLSFINANCE,INE709A01018
BSE,VODAFONE IDEA  LIMITED,IDEA,INE669E01016
BSE,VOLTAMP TRANSFORMERS LTD.,VOLTAMP,INE540H01012
BSE,VOLTAS LTD.,VOLTAS,INE226A01021
BSE,VRL Logistics Limited,VRLLOG,INE366I01010
BSE,VST INDUSTRIES LTD.,VSTIND,INE710A01016
BSE,VTM LTD.,VTMLTD,INE222F01029
BSE,Valiant Organics Limited,VALIANTORG,INE565V01010
BSE,Varroc Engineering Limited,VARROC,INE665L01035
BSE,Vidhi Specialty Food Ingredien,VIDHIING,INE632C01026
BSE,Vijaya Diagnostic Centre Limit,VIJAYA,INE043W01024
BSE,Vikas EcoTech Limited,VIKASECO,INE806A01020
BSE,Vishwaraj Sugar Industries Lim,VISHWARAJ,INE430N01022
BSE,Vrundavan Plantation Limited,VPL,INE0Q6901013
BSE,WALCHANDNAGAR INDUSTRIES LTD.,WALCHANNAG,INE711A01022
BSE,WARREN TEA LTD.,WARRENTEA,INE712A01012
BSE,WATERBASE LTD.,WATERBASE,INE054C01015
BSE,WEIZMANN LTD.,WEIZMANIND,INE080A01014
BSE,WELSPUN CORP LIMITED,WELCORP,INE191B01025
BSE,WELSPUN ENTERPRISES LIMTED,WELENT,INE625G01013
BSE,WELSPUN INVESTMENTS AND COMMER,WELINV,INE389K01018
BSE,WELSPUN LIVING LIMITED,WELSPUNLIV,INE192B01031
BSE,WENDT (INDIA) LTD.,WENDT,INE274C01019
BSE,WESTLIFE FOODWORLD LIMITED,WESTLIFE,INE274F01020
BSE,WHEELS INDIA LTD.,WHEELS,INE715A01015
BSE,WHIRLPOOL OF INDIA LTD.,WHIRLPOOL,INE716A01013
BSE,WILLIAMSON MAGOR & COMPANY LTD,WILLAMAGOR,INE210A01017
BSE,WIM PLAST LTD.,WIMPLAST,INE015B01018
BSE,WINDSOR MACHINES LTD.,WINDMACHIN,INE052A01021
BSE,WIPRO LTD.,WIPRO,INE075A01022
BSE,WOCKHARDT LTD.,WOCKPHARMA,INE049B01025
BSE,WONDERLA HOLIDAYS LTD,WONDERLA,INE066O01014
BSE,West Coast Paper Mills Limited,WSTCSTPAPR,INE976A01021
BSE,XCHANGING SOLUTIONS LTD.,XCHANGING,INE692G01013
BSE,Xelpmoc Design and Tech Limite,XELPMOC,INE01P501012
BSE,YES BANK LTD.,YESBANK,INE528G01035
BSE,Z.F.STEERING GEAR (INDIA) LTD.,ZFSTEERING,INE116C01012
BSE,ZEE ENTERTAINMENT ENTERPRISES,ZEEL,INE256A01028
BSE,ZEE LEARN LTD.,ZEELEARN,INE565L01011
BSE,ZEE MEDIA CORPORATION LIMITED,ZEEMEDIA,INE966H01019
BSE,ZEN TECHNOLOGIES LTD.,ZENTEC,INE251B01027
BSE,ZENITH EXPORTS LTD.,ZENITHEXPO,INE058B01018
BSE,ZENSAR TECHNOLOGIES LTD.,ZENSARTECH,INE520A01027
BSE,ZF Commercial Vehicle Control ,ZFCVINDIA,INE342J01019
BSE,ZODIAC CLOTHING CO.LTD.,ZODIACLOTH,INE206B01013
BSE,ZODIAC-JRD-MKJ LTD.,ZODJRDMKJ,INE077B01018
BSE,ZUARI AGRO CHEMICALS LTD.,ZUARI,INE840M01016
BSE,Zydus Lifesciences Limited,ZYDUSLIFE,INE010B01027
NSE,AAA TECHNOLOGIES LIMITED,AAATECH,INE0D0U01013
NSE,AAKASH EXPLORATION SER L,AAKASH,INE087Z01024
NSE,AARON INDUSTRIES LIMITED,AARON,INE721Z01010
NSE,AARTI DRUGS LTD.,AARTIDRUGS,INE767A01016
NSE,AARTI INDUSTRIES LTD,AARTIIND,INE769A01020
NSE,AARTI PHARMALABS LIMITED,AARTIPHARM,INE0LRU01027
NSE,AARTI SURFACTANTS LIMITED,AARTISURF,INE09EO01013
NSE,AARVI ENCON LIMITED,AARVI,INE754X01016
NSE,AAVAS FINANCIERS LIMITED,AAVAS,INE216P01012
NSE,ABAN OFFSHORE LTD.,ABAN,INE421A01028
NSE,ABANS FINANCIAL SRVCS LTD,AFSL,INE00ZE01026
NSE,ABB INDIA LIMITED,ABB,INE117A01022
NSE,ABBOTT INDIA LIMITED,ABBOTINDIA,INE358A01014
NSE,ACC LIMITED,ACC,INE012A01025
NSE,ACCELYA SOLN INDIA LTD,ACCELYA,INE793A01012
NSE,ACCURACY SHIPPING LIMITED,ACCURACY,INE648Z01023
NSE,ACTION CONST EQUIP LTD,ACE,INE731H01025
NSE,ADANI ENERGY SOLUTION LTD,ADANIENSOL,INE931S01010
NSE,ADANI ENTERPRISES LIMITED,ADANIENT,INE423A01024
NSE,ADANI GREEN ENERGY LTD,ADANIGREEN,INE364U01010
NSE,ADANI PORT & SEZ LTD,ADANIPORTS,INE742F01042
NSE,ADANI TOTAL GAS LIMITED,ATGL,INE399L01023
NSE,ADIT BIRL SUN LIF AMC LTD,ABSLAMC,INE404A01024
NSE,ADITYA BIRLA CAPITAL LTD.,ABCAPITAL,INE674K01013
NSE,ADITYA BIRLA FASHION & RT,ABFRL,INE647O01011
NSE,ADITYA BIRLA MONEY LTD,BIRLAMONEY,INE865C01022
NSE,ADITYA BIRLA REAL EST LTD,ABREL,INE055A01016
NSE,ADITYBIRLA SL GOLD ETF-GR,BSLGOLDETF,INF209KB18D3
NSE,ADITYBIRLA SL NIF ETF-GR,BSLNIFTY,INF209KB19D1
NSE,ADOR WELDING LTD,ADOR,INE045A01017
NSE,ADROIT INFOTECH LIMITED,ADROITINFO,INE737B01033
NSE,ADVANCED ENZYME TECH LTD,ADVENZYMES,INE837H01020
NSE,ADVANI HOT.& RES.(I) LTD,ADVANIHOTR,INE199C01026
NSE,AEGIS LOGISTICS LIMITED,AEGISLOG,INE208C01025
NSE,AEROFLEX ENTERPRISES LTD,AEROENTER,INE065D01027
NSE,AEROFLEX NEU LIMITED,AERONEU,INE035801013
NSE,AETHER INDUSTRIES LIMITED,AETHER,INE0BWX01014
NSE,AFFLE 3I LIMITED,AFFLE,INE00WC01027
NSE,AGARWAL INDS CORP LTD.,AGARIND,INE204E01012
NSE,AGI GREENPAC LIMITED,AGI,INE415A01038
NSE,AGRI-TECH (INDIA) LIMITED,AGRITECH,INE449G01018
NSE,AGRO PHOS INDIA LIMITED,AGROPHOS,INE740V01019
NSE,AGS TRANSACT TECH LTD,AGSTRA,INE583L01014
NSE,AHLADA ENGINEERS LIMITED,AHLADA,INE00PV01013
NSE,AHLUWALIA CONT IND LTD,AHLUCONT,INE758C01029
NSE,AIA ENGINEERING LIMITED,AIAENG,INE212H01026
NSE,AION-TECH SOLUTIONS LTD,GOLDTECH,INE805A01014
NSE,AIRAN LIMITED,AIRAN,INE645W01026
NSE,AJANTA PHARMA LIMITED,AJANTPHARM,INE031B01049
NSE,AJMERA REALTY & INF I LTD,AJMERA,INE298G01027
NSE,AJOONI BIOTECH LIMITED,AJOONI,INE820Y01021
NSE,AKASH INFRA-PROJECTS LTD,AKASH,INE737W01013
NSE,AKG EXIM LIMITED,AKG,INE00Y801016
NSE,AKSH OPTIFIBRE LIMITED,AKSHOPTFBR,INE523B01011
NSE,AKSHARCHEM INDIA LIMITED,AKSHARCHEM,INE542B01011
NSE,AKZO NOBEL INDIA LIMITED,AKZOINDIA,INE133A01011
NSE,ALANKIT LIMITED,ALANKIT,INE914E01040
NSE,ALBERT DAVID LIMITED,ALBERTDAVD,INE155C01010
NSE,ALEMBIC LIMITED,ALEMBICLTD,INE426A01027
NSE,ALEMBIC PHARMA LTD,APLLTD,INE901L01018
NSE,ALICON CASTALLOY LIMITED,ALICON,INE062D01024
NSE,ALIVUS LIFE SCIENCES LTD,ALIVUS,INE03Q201024
NSE,ALKALI METALS LTD,ALKALI,INE773I01017
NSE,ALKEM LABORATORIES LTD.,ALKEM,INE540L01014
NSE,ALKYL AMINES CHEM. LTD,ALKYLAMINE,INE150B01039
NSE,ALLCARGO LOGISTICS LTD,ALLCARGO,INE418H01029
NSE,ALLCARGO TERMINALS LTD,ATL,INE0NN701020
NSE,ALLDIGI TECH LIMITED,ALLDIGI,INE835G01018
NSE,ALLIED DIGITAL SERV. LTD,ADSL,INE102I01027
NSE,ALOK INDUSTRIES LIMITED,ALOKINDS,INE270A01029
NSE,ALPA LABORATORIES LTD,ALPA,INE385I01010
NSE,ALPHAGEO (INDIA) LIMITED,ALPHAGEO,INE137C01018
NSE,ALPS INDUSTRIES LTD,ALPSINDUS,INE093B01015
NSE,AMBER ENTERPRISES (I) LTD,AMBER,INE371P01015
NSE,AMBICA AGAR & AROMAINDLTD,AMBICAAGAR,INE792B01012
NSE,AMBIKA COTTON MILL LTD.,AMBIKCO,INE540G01014
NSE,AMBUJA CEMENTS LTD,AMBUJACEM,INE079A01024
NSE,AMD INDUSTRIES LIMITED,AMDIND,INE005I01014
NSE,AMJ LAND HOLDINGS LIMITED,AMJLAND,INE606A01024
NSE,AMRUTAJAN HEALTH LTD,AMRUTANJAN,INE098F01031
NSE,ANAND RATHI WEALTH LTD,ANANDRATHI,INE463V01026
NSE,ANANT RAJ LIMITED,ANANTRAJ,INE242C01024
NSE,ANDHRA SUGARS LTD,ANDHRSUGAR,INE715B01021
NSE,ANGEL ONE LIMITED,ANGELONE,INE732I01013
NSE,ANIK INDUSTRIES LTD,ANIKINDS,INE087B01017
NSE,ANJANI PORTLAND CEM LTD,APCL,INE071F01012
NSE,ANKIT MET & POW LTD,ANKITMETAL,INE106I01010
NSE,ANSAL PROP & INFRA LTD,ANSALAPI,INE436A01026
NSE,ANTELOPUS SELAN ENRGY LTD,ANTELOPUS,INE818A01017
NSE,ANTONY WASTE HDG CELL LTD,AWHCL,INE01BK01022
NSE,ANUPAM RASAYAN INDIA LTD,ANURAS,INE930P01018
NSE,AONEAMC - AONETOTAL,AONETOTAL,INF1J2R01015
NSE,APAR INDUSTRIES LTD.,APARINDS,INE372A01015
NSE,APCOTEX INDUSTRIES LIMITE,APCOTEXIND,INE116A01032
NSE,APEX FROZEN FOODS LIMITED,APEX,INE346W01013
NSE,APL APOLLO TUBES LTD,APLAPOLLO,INE702C01027
NSE,APOLLO HOSPITALS ENTER. L,APOLLOHOSP,INE437A01024
NSE,APOLLO MICRO SYSTEMS LTD,APOLLO,INE713T01028
NSE,APOLLO PIPES LIMITED,APOLLOPIPE,INE126J01016
NSE,APOLLO SINDOORI HOTEL LTD,APOLSINHOT,INE451F01024
NSE,APOLLO TYRES LTD,APOLLOTYRE,INE438A01022
NSE,APTECH LIMITED,APTECHT,INE266F01018
NSE,APTUS VALUE HSG FIN I LTD,APTUS,INE852O01025
NSE,ARCHEAN CHEMICAL IND LTD,ACI,INE128X01021
NSE,ARCHIDPLY IND. LTD,ARCHIDPLY,INE877I01016
NSE,ARCHIES LTD,ARCHIES,INE731A01020
NSE,ARIES AGRO LTD.,ARIES,INE298I01015
NSE,ARIHANT CAPITAL MKTS LTD,ARIHANTCAP,INE420B01036
NSE,ARIHANT SUPERSTRUCT LTD,ARIHANTSUP,INE643K01018
NSE,ARMAN FIN SERV LTD,ARMANFIN,INE109C01017
NSE,ARO GRANITE IND. LTD.,AROGRANITE,INE210C01013
NSE,ARROW GREENTECH LIMITED,ARROWGREEN,INE570D01018
NSE,ARSHIYA LIMITED,ARSHIYA,INE968D01022
NSE,ARTEMIS MED SERVICE LTD,ARTEMISMED,INE025R01021
NSE,ARVIND FASHIONS LIMITED,ARVINDFASN,INE955V01021
NSE,ARVIND LIMITED,ARVIND,INE034A01011
NSE,ARVIND SMARTSPACES LTD,ARVSMART,INE034S01021
NSE,ASAHI INDIA GLASS LIMITED,ASAHIINDIA,INE439A01020
NSE,ASAHI SONGWON COLOR LTD,ASAHISONG,INE228I01012
NSE,ASHAPURA MINECHEM LTD,ASHAPURMIN,INE348A01023
NSE,ASHIANA HOUSING LTD,ASHIANA,INE365D01021
NSE,ASHIMA LTD,ASHIMASYN,INE440A01010
NSE,ASHOK LEYLAND LTD,ASHOKLEY,INE208A01029
NSE,ASHOKA BUILDCON LTD,ASHOKA,INE442H01029
NSE,ASIAN GRANITO IND. LTD.,ASIANTILES,INE022I01019
NSE,ASIAN HOTELS (EAST) LTD,AHLEAST,INE926K01017
NSE,ASIAN HOTELS (NORTH) LTD,ASIANHOTNR,INE363A01022
NSE,ASIAN PAINTS LIMITED,ASIANPAINT,INE021A01026
NSE,ASK AUTOMOTIVE LIMITED,ASKAUTOLTD,INE491J01022
NSE,ASPINWALL & CO LTD,ASPINWALL,INE991I01015
NSE,ASSO ALCOHOLS & BREW LTD,ASALCBR,INE073G01016
NSE,ASTEC LIFESCIENCES LTD,ASTEC,INE563J01010
NSE,ASTER DM HEALTHCARE LTD.,ASTERDM,INE914M01019
NSE,ASTRA MICROWAVE LTD,ASTRAMICRO,INE386C01029
NSE,ASTRAL LIMITED,ASTRAL,INE006I01046
NSE,ASTRAZENECA PHARMA IND LT,ASTRAZEN,INE203A01020
NSE,ASTRON PAPER BORD MIL LTD,ASTRON,INE646X01014
NSE,ATAM VALVES LIMITED,ATAM,INE09KD01013
NSE,ATLANTAA LIMITED,ATLANTAA,INE285H01022
NSE,ATUL AUTO LIMITED,ATULAUTO,INE951D01028
NSE,ATUL LTD,ATUL,INE100A01010
NSE,AU SMALL FINANCE BANK LTD,AUBANK,INE949L01017
NSE,AURIONPRO SOLN LTD,AURIONPRO,INE132H01018
NSE,AUROBINDO PHARMA LTD,AUROPHARMA,INE406A01037
NSE,AURUM PROPTECH LIMITED,AURUM,INE898S01029
NSE,AUSOM ENTERPRISE LIMITED,AUSOMENT,INE218C01016
NSE,AUTOLINE INDUSTRIES LTD,AUTOIND,INE718H01014
NSE,AUTOMOTIVE AXLES LIMITED,AUTOAXLES,INE449A01011
NSE,AUTOMOTIVE STAMPINGS & AS,ASAL,INE900C01027
NSE,AVADH SUG & ENERGY LTD,AVADHSUGAR,INE349W01017
NSE,AVALON TECHNOLOGIES LTD,AVALON,INE0LCL01028
NSE,AVANTI FEEDS LIMITED,AVANTIFEED,INE871C01038
NSE,AVENUE SUPERMARTS LIMITED,DMART,INE192R01011
NSE,AVG LOGISTICS LIMITED,AVG,INE680Z01018
NSE,AVRO INDIA LIMITED,AVROIND,INE652Z01017
NSE,AVT NATURAL PRODUCTS LTD,AVTNPL,INE488D01021
NSE,AWL AGRI BUSINESS LIMITED,AWL,INE699H01024
NSE,AXIS BANK LIMITED,AXISBANK,INE238A01034
NSE,AXIS MF - AXIS GOLD ETF,AXISGOLD,INF846K01W80
NSE,AXISAMC - AXISBNKETF,AXISBNKETF,INF846K01X63
NSE,AXISAMC - AXISBPSETF,AXISBPSETF,INF846K01Z04
NSE,AXISAMC - AXISCETF,AXISCETF,INF846K016C7
NSE,AXISAMC - AXISHCETF,AXISHCETF,INF846K01Z12
NSE,AXISAMC - AXISILVER,AXISILVER,INF846K011K1
NSE,AXISAMC - AXISNIFTY,AXISNIFTY,INF846K01W98
NSE,AXISAMC - AXISTECETF,AXISTECETF,INF846K01Y96
NSE,AXISAMC - AXSENSEX,AXSENSEX,INF846K010Q0
NSE,AXISCADES TECH LTD,AXISCADES,INE555B01013
NSE,AYM SYNTEX LIMITED,AYMSYNTEX,INE193B01039
NSE,B&B TRIPLEWALL CONT LTD,BBTCL,INE01EE01011
NSE,B.L.KASHYAP & SON LTD,BLKASHYAP,INE350H01032
NSE,BABA FOOD PROCESSING,BABAFP,INE0QW501012
NSE,BAFNA PHARMACEUTICALS LTD,BAFNAPH,INE878I01022
NSE,BAID FINSERV LIMITED,BAIDFIN,INE020D01022
NSE,BAJAJ CONSUMER CARE LTD,BAJAJCON,INE933K01021
NSE,BAJAJ ELECT.LTD,BAJAJELEC,INE193E01025
NSE,BAJAJ FINSERV LTD.,BAJAJFINSV,INE918I01026
NSE,BAJAJ HEALTHCARE LIMITED,BAJAJHCARE,INE411U01027
NSE,BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND,INE306A01021
NSE,BAJAJ HOLDINGS & INVS LTD,BAJAJHLDNG,INE118A01012
NSE,BAJAJ HOUSING FINANCE LTD,BAJAJHFL,INE377Y01014
NSE,BAL PHARMA LTD.,BALPHARMA,INE083D01012
NSE,BALAJI AMINES LIMITED,BALAMINES,INE050E01027
NSE,BALAJI TELEFILMS LIMITED.,BALAJITELE,INE794B01026
NSE,BALKRISHNA IND. LTD,BALKRISIND,INE787D01026
NSE,BALKRISHNA PAPER MILLS L,BALKRISHNA,INE875R01011
NSE,BALMER LAWRIE & CO LTD,BALMLAWRIE,INE164A01016
NSE,BALRAMPUR CHINI MILLS LTD,BALRAMCHIN,INE119A01028
NSE,BANARAS BEADS LTD,BANARBEADS,INE655B01011
NSE,BANCO PRODUCTS (I) LTD,BANCOINDIA,INE213C01025
NSE,BANDHAN BANK LIMITED,BANDHANBNK,INE545U01014
NSE,BANDHANAMC - IDFNIFTYET,IDFNIFTYET,INF194KA1U07
NSE,BANG OVERSEAS LTD.,BANG,INE863I01016
NSE,BANK OF BARODA,BANKBARODA,INE028A01039
NSE,BANK OF INDIA,BANKINDIA,INE084A01016
NSE,BANK OF MAHARASHTRA,MAHABANK,INE457A01014
NSE,BANKA BIOLOO LIMITED,BANKA,INE862Y01015
NSE,BANNARI AM SPIN MILL LTD.,BASML,INE186H01022
NSE,BANNARI AMMAN SUGARS LTD,BANARISUG,INE459A01010
NSE,BANSWARA SYNTEX LIMITED,BANSWRAS,INE629D01020
NSE,BASF INDIA LTD,BASF,INE373A01013
NSE,BATA INDIA LTD,BATAINDIA,INE176A01028
NSE,BAYER CROPSCIENCE LTD,BAYERCROP,INE462A01022
NSE,BEARDSELL LIMITED,BEARDSELL,INE520H01022
NSE,BEDMUTHA INDUST LTD,BEDMUTHA,INE844K01012
NSE,BEML LAND ASSETS LIMITED,BLAL,INE0N7W01012
NSE,BERGER PAINTS (I) LTD,BERGEPAINT,INE463A01038
NSE,BEST AGROLIFE LIMITED,BESTAGRO,INE052T01013
NSE,BF INVESTMENT LIMITED,BFINVEST,INE878K01010
NSE,BF UTILITIES LIMITED,BFUTILITIE,INE243D01012
NSE,BGR ENERGY SYSTEMS LTD,BGRENERGY,INE661I01014
NSE,BHAGERIA INDUSTRIES LTD,BHAGERIA,INE354C01027
